17,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
18,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
19,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
20,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
21,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
22,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
23,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
24,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
25,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
26,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
27,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
28,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
29,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
30,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
31,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
32,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
33,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
34,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
35,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
36,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
37,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
38,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
39,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
40,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
41,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
42,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
43,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
44,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
45,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
46,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
47,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
48,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
49,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
50,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
51,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
52,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
53,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
54,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
55,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
56,19,0.00,0.00,1920.00,1080.00,1.00,-1,-1,-1
57,19,0.00,206.00,1920.00,874.00,1.00,-1,-1,-1
58,19,0.00,427.00,1920.00,653.00,1.00,-1,-1,-1
58,23,1636.00,0.00,284.00,302.00,1.00,-1,-1,-1
58,24,1198.00,28.00,722.00,764.00,1.00,-1,-1,-1
58,25,742.00,331.00,607.00,271.00,1.00,-1,-1,-1
58,26,0.00,0.00,332.00,338.00,1.00,-1,-1,-1
58,27,871.00,0.00,838.00,270.00,1.00,-1,-1,-1
59,19,0.00,293.00,1744.00,787.00,1.00,-1,-1,-1
59,23,1632.00,0.00,288.00,353.00,1.00,-1,-1,-1
59,24,1238.00,231.00,682.00,603.00,1.00,-1,-1,-1
59,25,689.00,377.00,607.00,271.00,1.00,-1,-1,-1
59,26,0.00,0.00,400.00,384.00,1.00,-1,-1,-1
59,27,536.00,-98.00,838.00,270.00,1.00,-1,-1,-1
60,19,0.00,462.00,1498.00,618.00,1.00,-1,-1,-1
60,23,1627.00,0.00,293.00,416.00,1.00,-1,-1,-1
60,24,1213.00,135.00,707.00,777.00,1.00,-1,-1,-1
60,25,693.00,401.00,607.00,271.00,1.00,-1,-1,-1
60,26,-13.00,-18.00,400.00,384.00,1.00,-1,-1,-1
60,27,536.00,-98.00,838.00,270.00,1.00,-1,-1,-1
60,33,260.00,409.00,467.00,229.00,1.00,-1,-1,-1
60,35,0.00,239.00,402.00,786.00,1.00,-1,-1,-1
60,36,722.00,160.00,211.00,231.00,1.00,-1,-1,-1
60,39,1013.00,352.00,101.00,33.00,1.00,-1,-1,-1
60,43,1604.00,959.00,100.00,73.00,1.00,-1,-1,-1
60,44,838.00,0.00,778.00,383.00,1.00,-1,-1,-1
61,19,169.00,516.00,1330.00,564.00,1.00,-1,-1,-1
61,23,1654.00,-36.00,293.00,416.00,1.00,-1,-1,-1
61,24,1247.00,24.00,673.00,975.00,1.00,-1,-1,-1
61,25,674.00,466.00,607.00,271.00,1.00,-1,-1,-1
61,26,0.00,194.00,358.00,245.00,1.00,-1,-1,-1
61,27,536.00,-98.00,838.00,270.00,1.00,-1,-1,-1
61,33,244.00,405.00,467.00,229.00,1.00,-1,-1,-1
61,35,0.00,248.00,1051.00,695.00,1.00,-1,-1,-1
61,36,726.00,142.00,211.00,231.00,1.00,-1,-1,-1
61,37,306.00,0.00,789.00,350.00,1.00,-1,-1,-1
61,39,996.00,461.00,101.00,33.00,1.00,-1,-1,-1
61,40,1376.00,0.00,544.00,198.00,1.00,-1,-1,-1
61,43,1607.00,966.00,100.00,73.00,1.00,-1,-1,-1
61,44,849.00,0.00,846.00,409.00,1.00,-1,-1,-1
62,19,169.00,516.00,1330.00,564.00,1.00,-1,-1,-1
62,23,1654.00,-36.00,293.00,416.00,1.00,-1,-1,-1
62,24,1246.00,23.00,673.00,975.00,1.00,-1,-1,-1
62,25,674.00,466.00,607.00,271.00,1.00,-1,-1,-1
62,26,0.00,194.00,358.00,245.00,1.00,-1,-1,-1
62,27,536.00,-98.00,838.00,270.00,1.00,-1,-1,-1
62,33,244.00,405.00,467.00,229.00,1.00,-1,-1,-1
62,35,0.00,248.00,1051.00,695.00,1.00,-1,-1,-1
62,36,726.00,142.00,211.00,231.00,1.00,-1,-1,-1
62,37,306.00,0.00,789.00,350.00,1.00,-1,-1,-1
62,39,996.00,461.00,101.00,33.00,1.00,-1,-1,-1
62,40,1376.00,0.00,544.00,198.00,1.00,-1,-1,-1
62,43,1607.00,966.00,100.00,73.00,1.00,-1,-1,-1
62,44,849.00,0.00,846.00,409.00,1.00,-1,-1,-1
63,19,599.00,671.00,1321.00,409.00,1.00,-1,-1,-1
63,23,1580.00,-5.00,293.00,416.00,1.00,-1,-1,-1
63,24,1194.00,424.00,726.00,566.00,1.00,-1,-1,-1
63,25,666.00,513.00,607.00,271.00,1.00,-1,-1,-1
63,26,-6.00,242.00,358.00,245.00,1.00,-1,-1,-1
63,27,536.00,-98.00,838.00,270.00,1.00,-1,-1,-1
63,28,391.00,127.00,391.00,216.00,1.00,-1,-1,-1
63,33,359.00,278.00,597.00,351.00,1.00,-1,-1,-1
63,35,0.00,331.00,691.00,645.00,1.00,-1,-1,-1
63,36,729.00,104.00,211.00,231.00,1.00,-1,-1,-1
63,37,323.00,9.00,789.00,350.00,1.00,-1,-1,-1
63,39,996.00,461.00,101.00,33.00,1.00,-1,-1,-1
63,40,1263.00,879.00,544.00,198.00,1.00,-1,-1,-1
63,43,1589.00,972.00,100.00,73.00,1.00,-1,-1,-1
63,44,828.00,0.00,1092.00,581.00,1.00,-1,-1,-1
64,19,407.00,714.00,1513.00,366.00,1.00,-1,-1,-1
64,23,1585.00,-3.00,293.00,416.00,1.00,-1,-1,-1
64,24,1182.00,489.00,738.00,547.00,1.00,-1,-1,-1
64,25,647.00,614.00,607.00,271.00,1.00,-1,-1,-1
64,26,-20.00,298.00,358.00,245.00,1.00,-1,-1,-1
64,27,536.00,-98.00,838.00,270.00,1.00,-1,-1,-1
64,28,402.00,114.00,391.00,216.00,1.00,-1,-1,-1
64,33,488.00,217.00,597.00,351.00,1.00,-1,-1,-1
64,35,0.00,429.00,679.00,447.00,1.00,-1,-1,-1
64,36,706.00,111.00,211.00,231.00,1.00,-1,-1,-1
64,37,250.00,-28.00,789.00,350.00,1.00,-1,-1,-1
64,39,996.00,461.00,101.00,33.00,1.00,-1,-1,-1
