2,3,0.00,823.00,31.00,55.00,1.00,-1,-1,-1
2,9,315.00,681.00,251.00,194.00,1.00,-1,-1,-1
2,11,725.00,946.00,507.00,134.00,1.00,-1,-1,-1
2,12,1091.00,392.00,155.00,55.00,1.00,-1,-1,-1
3,3,0.00,823.00,31.00,55.00,1.00,-1,-1,-1
3,9,315.00,681.00,251.00,194.00,1.00,-1,-1,-1
3,11,725.00,946.00,507.00,134.00,1.00,-1,-1,-1
3,12,1091.00,392.00,155.00,55.00,1.00,-1,-1,-1
4,3,24.00,842.00,31.00,55.00,1.00,-1,-1,-1
4,9,351.00,670.00,251.00,194.00,1.00,-1,-1,-1
4,11,725.00,952.00,501.00,128.00,1.00,-1,-1,-1
4,12,1089.00,362.00,311.00,87.00,1.00,-1,-1,-1
4,18,976.00,410.00,62.00,60.00,1.00,-1,-1,-1
4,21,116.00,74.00,52.00,47.00,1.00,-1,-1,-1
5,3,37.00,863.00,31.00,55.00,1.00,-1,-1,-1
5,9,388.00,708.00,144.00,109.00,1.00,-1,-1,-1
5,11,720.00,951.00,495.00,129.00,1.00,-1,-1,-1
5,12,1077.00,366.00,311.00,87.00,1.00,-1,-1,-1
5,15,101.00,877.00,257.00,70.00,1.00,-1,-1,-1
5,18,971.00,421.00,74.00,51.00,1.00,-1,-1,-1
5,21,131.00,94.00,59.00,46.00,1.00,-1,-1,-1
5,32,43.00,90.00,12.00,13.00,1.00,-1,-1,-1
5,34,571.00,176.00,15.00,38.00,1.00,-1,-1,-1
5,37,517.00,139.00,14.00,25.00,1.00,-1,-1,-1
5,38,872.00,234.00,18.00,36.00,1.00,-1,-1,-1
5,40,449.00,157.00,29.00,25.00,1.00,-1,-1,-1
5,41,855.00,154.00,25.00,44.00,1.00,-1,-1,-1
6,3,44.00,881.00,31.00,55.00,1.00,-1,-1,-1
6,9,379.00,699.00,157.00,106.00,1.00,-1,-1,-1
6,11,722.00,947.00,484.00,133.00,1.00,-1,-1,-1
